id,key,value,type 
401240078,lanes,left||,turn
401240078,national_network,terminal_access,hgv
401240131,hgv,designated,regular
401240131,ref,CA 1,regular
401240131,name,East Coast Highway,regular
401240131,lanes,3,regular
401240131,oneway,yes,regular
401240131,highway,primary,regular
401240131,alt_name,Pacific Coast Highway,regular
401240131,loc_name,PCH,regular
401240131,maxspeed,45 mph; 50 mph,regular
401240131,national_network,terminal_access,hgv
401248331,hgv,designated,regular
401248331,ref,CA 1,regular
401248331,name,East Coast Highway,regular
401248331,lanes,3,regular
401248331,oneway,yes,regular
401248331,highway,primary,regular
401248331,alt_name,Pacific Coast Highway,regular
401248331,loc_name,PCH,regular
401248331,maxspeed,45 mph; 50 mph,regular
401248331,lanes,left||,turn
401248331,national_network,terminal_access,hgv
401248342,hgv,designated,regular
401248342,ref,CA 1,regular
401248342,name,East Coast Highway,regular
401248342,lanes,2,regular
401248342,oneway,yes,regular
401248342,highway,primary,regular
401248342,alt_name,Pacific Coast Highway,regular
401248342,loc_name,PCH,regular
401248342,maxspeed,45 mph; 50 mph,regular
401248342,national_network,terminal_access,hgv
401248354,hgv,designated,regular
401248354,ref,CA 1,regular
401248354,name,East Coast Highway,regular
401248354,lanes,3,regular
401248354,oneway,yes,regular
401248354,highway,primary,regular
401248354,alt_name,Pacific Coast Highway,regular
401248354,loc_name,PCH,regular
401248354,maxspeed,45 mph; 50 mph,regular
401248354,lanes,left||,turn
401248354,national_network,terminal_access,hgv
401255410,name,Avocado Avenue,regular
401255410,source,yahoo_imagery;survey;image;OCLIS,regular
401255410,highway,tertiary,regular
401255410,source_ref,AM909_DSCU2162;PMB283/42,regular
401255410,cfcc,A41,tiger
401255410,county,"Orange, CA",tiger
401255410,forward,2,lanes
401255410,backward,3,lanes
401255410,zip_left,92660,tiger
401255410,name_base,Avocado,tiger
401255410,name_type,Ave,tiger
401255410,zip_right,92660,tiger
401255410,lanes:backward,left||,turn
401255420,name,Avocado Avenue,regular
401255420,source,yahoo_imagery;survey;image;OCLIS,regular
401255420,highway,tertiary,regular
401255420,source_ref,AM909_DSCU2162;PMB283/42,regular
401255420,cfcc,A41,tiger
401255420,county,"Orange, CA",tiger
401255420,forward,3,lanes
401255420,backward,2,lanes
401255420,zip_left,92660,tiger
401255420,name_base,Avocado,tiger
401255420,name_type,Ave,tiger
401255420,zip_right,92660,tiger
401255420,lanes:forward,left||,turn
401255430,name,MacArthur Boulevard,regular
401255430,lanes,5,regular
401255430,oneway,yes,regular
401255430,highway,primary,regular
401255430,old_ref,SR 73,regular
401255430,cycleway,lane,regular
401255430,bad_maxspeed,78,regular
401255430,legislative,184,old_ref
401255441,name,MacArthur Boulevard,regular
401255441,lanes,2,regular
401255441,oneway,yes,regular
401255441,highway,primary,regular
401255441,old_ref,SR 73,regular
401255441,cycleway,lane,regular
401255441,cfcc,A41,tiger
401255441,bad_maxspeed,78,regular
401255441,county,"Orange, CA",tiger
401255441,name_base,Macarthur,tiger
401255441,name_type,Blvd,tiger
401255441,name_base_1,Corona del Mar,tiger
401255441,name_type_1,Fwy,tiger
401255441,legislative,184,old_ref
401255452,name,Marguerite Avenue,regular
401255452,source,yahoo_imagery;survey;image,regular
401255452,highway,tertiary,regular
401255452,source_ref,AM909_DSCU2185,regular
401255452,cfcc,A41,tiger
401255452,county,"Orange, CA",tiger
401255452,reviewed,no,tiger
401255452,zip_left,92625,tiger
401255452,name_base,Marguerite,tiger
401255452,name_type,Ave,tiger
401255452,zip_right,92625,tiger
401255462,name,Newport Center Drive West,regular
401255462,oneway,yes,regular
401255462,highway,tertiary,regular
401255462,name_base,Newport Center,tiger
401255462,name_type,Dr,tiger
401255472,name,Newport Center Drive,regular
401255472,oneway,yes,regular
401255472,highway,tertiary,regular
401255472,cfcc,A41,tiger
401255472,lanes,left|||,turn
401255472,county,"Orange, CA",tiger
401255472,name_base,Newport Center,tiger
401255472,name_type,Dr,tiger
401255482,name,Newport Center Drive,regular
401255482,oneway,yes,regular
401255482,highway,tertiary,regular
401255482,cfcc,A41,tiger
401255482,county,"Orange, CA",tiger
401255482,name_base,Newport Center,tiger
401255482,name_type,Dr,tiger
401260062,name,San Joaquin Hills Road,regular
401260062,oneway,yes,regular
401260062,highway,secondary,regular
401260062,cycleway,lane,regular
401260062,lanes,left|||,turn
401260062,name_base,San Joaquin Hills,tiger
401260062,name_type,Rd,tiger
401260072,name,San Miguel Drive,regular
401260072,oneway,yes,regular
401260072,source,yahoo_imagery;OCLIS,regular
401260072,highway,tertiary,regular
401260072,cycleway,lane,regular
401260072,source_ref,PMB67/3,regular
401260072,cfcc,A41,tiger
401260072,lanes,left||,turn
401260072,county,"Orange, CA",tiger
401260072,reviewed,yes,tiger
401260072,zip_left,92660,tiger
401260072,name_base,San Miguel,tiger
401260072,name_type,Dr,tiger
401260088,name,San Miguel Drive,regular
401260088,oneway,yes,regular
401260088,source,yahoo_imagery;OCLIS,regular
401260088,highway,tertiary,regular
401260088,cycleway,lane,regular
401260088,source_ref,PMB67/3,regular
401260088,cfcc,A41,tiger
401260088,lanes,left|left|left||,turn
401260088,county,"Orange, CA",tiger
401260088,reviewed,yes,tiger
401260088,zip_left,92660,tiger
401260088,name_base,San Miguel,tiger
401260088,name_type,Dr,tiger
401260387,ref,S18,regular
401260387,name,El Toro Road,regular
401260387,lanes,4,regular
401260387,oneway,yes,regular
401260387,source,usgs_imagery_2007;survey;image,regular
401260387,highway,primary,regular
401260387,maxspeed,35 mph,regular
401260387,source_ref,AM909_DSCU6524,regular
401260387,cfcc,A41,tiger
401260387,lanes,left|||,turn
401260387,lanes,usgs_imagery_2007,source
401260387,county,"Orange, CA",tiger
401260387,maxspeed,survey;image,source
401260387,name_base,El Toro,tiger
401260387,name_type,Rd,tiger
401260387,name_base_1,County Highway 18,tiger
401260387,maxspeed,AM909_DSCU6517,source_ref
401260397,ref,S18,regular
401260397,name,El Toro Road,regular
401260397,lanes,4,regular
401260397,oneway,yes,regular
401260397,source,usgs_imagery_2007;survey;image,regular
401260397,highway,primary,regular
401260397,cycleway,lane,regular
401260397,maxspeed,45 mph,regular
401260397,source_ref,AM909_DSCU6524,regular
401260397,cfcc,A41,tiger
401260397,lanes,|||right,turn
401260397,lanes,usgs_imagery_2007,source
401260397,county,"Orange, CA",tiger
401260397,cycleway,usgs_imagery_2007;survey;image,source
401260397,maxspeed,survey;image,source
401260397,name_base,El Toro,tiger
401260397,name_type,Rd,tiger
401260397,name_base_1,County Highway 18,tiger
401260397,cycleway,AM909_DSCU6746,source_ref
401260397,maxspeed,AM909_DSCU6742,source_ref
401260407,name,Muirlands Boulevard,regular
401260407,lanes,3,regular
401260407,oneway,yes,regular
401260407,source,usgs_imagery_2007;survey;image,regular
401260407,highway,secondary,regular
401260407,cycleway,lane,regular
401260407,sidewalk,both,regular
401260407,source_ref,AM909_DSCU7370,regular
401260407,cfcc,A41,tiger
401260407,lanes,left||,turn
401260407,lanes,usgs_imagery_2007,source
401260407,county,"Orange, CA",tiger
401260407,zip_left,92630,tiger
401260407,cycleway,usgs_imagery_2007,source
401260407,name_base,Muirlands,tiger
401260407,name_type,Blvd,tiger
401260407,zip_right,92630,tiger
401260417,name,Paseo de Valencia,regular
401260417,lanes,4,regular
401260417,oneway,yes,regular
401260417,source,usgs_imagery_2007;survey;image,regular
401260417,highway,secondary,regular
401260417,cycleway,lane,regular
401260417,maxspeed,45 mph,regular
401260417,sidewalk,both,regular
401260417,source_ref,AM909_DSCU7390,regular
401260417,cfcc,A41,tiger
401260417,lanes,left|||,turn
401260417,county,"Orange, CA",tiger
401260417,zip_left,92653,tiger
401260417,name_base,Paseo de Valencia,tiger
401260417,zip_right,92653,tiger
401260427,name,Paseo de Valencia,regular
401260427,lanes,4,regular
401260427,source,usgs_imagery_2007;survey;image,regular
401260427,highway,secondary,regular
401260427,cycleway,lane,regular
401260427,maxspeed,45 mph,regular
401260427,sidewalk,both,regular
401260427,source_ref,AM909_DSCU7390,regular
401260427,cfcc,A41,tiger
401260427,county,"Orange, CA",tiger
401260427,zip_left,92653,tiger
401260427,name_base,Paseo de Valencia,tiger
401260427,zip_right,92653,tiger
401260437,name,Paseo de Valencia,regular
401260437,lanes,4,regular
401260437,oneway,yes,regular
401260437,source,usgs_imagery_2007;survey;image,regular
401260437,highway,secondary,regular
401260437,cycleway,lane,regular
401260437,maxspeed,40 mph,regular
401260437,sidewalk,both,regular
401260437,source_ref,AM909_DSCU6512,regular
401260437,cfcc,A41,tiger
401260437,lanes,|||right,turn
401260437,county,"Orange, CA",tiger
401260437,zip_left,92653,tiger
401260437,name_base,Paseo de Valencia,tiger
401260437,zip_right,92653,tiger
401260447,name,Paseo de Valencia,regular
401260447,lanes,3,regular
401260447,oneway,yes,regular
401260447,source,usgs_imagery_2007;survey;image,regular
401260447,highway,secondary,regular
401260447,cycleway,lane,regular
401260447,maxspeed,45 mph,regular
401260447,sidewalk,both,regular
401260447,source_ref,AM909_DSCU7390,regular
401260447,cfcc,A41,tiger
401260447,county,"Orange, CA",tiger
401260447,zip_left,92653,tiger
401260447,name_base,Paseo de Valencia,tiger
401260447,zip_right,92653,tiger
401260457,name,Paseo de Valencia,regular
401260457,lanes,2,regular
401260457,oneway,yes,regular
401260457,source,usgs_imagery_2007;survey;image,regular
401260457,highway,secondary,regular
401260457,cycleway,lane,regular
401260457,maxspeed,45 mph,regular
401260457,sidewalk,both,regular
401260457,source_ref,AM909_DSCU6512,regular
401260457,cfcc,A41,tiger
401260457,county,"Orange, CA",tiger
401260457,zip_left,92653,tiger
401260457,name_base,Paseo de Valencia,tiger
401260457,zip_right,92653,tiger
401260474,highway,tertiary,regular
401268856,name,Aliso Viejo Parkway,regular
401268856,note,"OCLIS shows Laguna Hills, but other source and signage from Moulton down to ACR confirm name change.",regular
401268856,lanes,4,regular
401268856,oneway,yes,regular
401268856,source,usgs_imagery_2007;survey;image,regular
401268856,highway,secondary,regular
401268856,cycleway,lane,regular
401268856,old_name,Laguna Hills Drive,regular
401268856,source_ref,AM909_DSCU6614,regular
401268856,cfcc,A41,tiger
401268856,lanes,left|||,turn
401268856,lanes,usgs_imagery_2007,source
401268856,county,"Orange, CA",tiger
401268856,zip_left,92656,tiger
401268856,cycleway,usgs_imagery_2007,source
401268856,name_base,Aliso Viejo,tiger
401268856,name_type,Pky,tiger
401268856,zip_right,92656,tiger
401268856,name_base_1,Laguna Hills,tiger
401268856,name_type_1,Dr,tiger
401268866,name,Aliso Viejo Parkway,regular
401268866,note,"OCLIS shows Laguna Hills, but other source and signage from Moulton down to ACR confirm name change.",regular
401268866,lanes,4,regular
401268866,oneway,yes,regular
401268866,source,usgs_imagery_2007;survey;image,regular
401268866,highway,secondary,regular
401268866,cycleway,lane,regular
401268866,old_name,Laguna Hills Drive,regular
401268866,source_ref,AM909_DSCU6614,regular
401268866,cfcc,A41,tiger
401268866,lanes,left|||,turn
401268866,lanes,usgs_imagery_2007,source
401268866,county,"Orange, CA",tiger
401268866,zip_left,92656,tiger
401268866,cycleway,usgs_imagery_2007,source
401268866,name_base,Aliso Viejo,tiger
401268866,name_type,Pky,tiger
401268866,zip_right,92656,tiger
401268866,name_base_1,Laguna Hills,tiger
401268866,name_type_1,Dr,tiger
401268880,name,Enterprise,regular
401268880,oneway,yes,regular
401268880,source,usgs_imagery_2007;survey;image,regular
401268880,highway,secondary,regular
401268880,source_ref,AM909_DSCU6628,regular
401268880,cfcc,A41,tiger
401268880,county,"Orange, CA",tiger
401268880,zip_left,92656,tiger
401268880,name_base,Enterprise,tiger
401268892,name,Glenwood Drive,regular
401268892,lanes,4,regular
401268892,source,usgs_imagery_2007;survey;image,regular
401268892,highway,secondary,regular
401268892,cycleway,lane,regular
401268892,source_ref,AM909_DSCU6771,regular
401268892,cfcc,A41,tiger
401268892,lanes,usgs_imagery_2007,source
401268892,county,"Orange, CA",tiger
401268892,cycleway,usgs_imagery_2007,source
401268892,name_base,Glenwood,tiger
401268892,name_type,Dr,tiger
401268902,name,Laguna Hills Drive,regular
401268902,oneway,yes,regular
401268902,highway,secondary,regular
401268902,cfcc,A41,tiger
401268902,county,"Orange, CA",tiger
401268902,name_base,Laguna Hills,tiger
401268902,name_type,Dr,tiger
401273459,name,Newport Coast Drive,regular
401273459,lanes,3,regular
401273459,oneway,yes,regular
401273459,highway,secondary,regular
401273459,cycleway,lane,regular
401273459,maxspeed,60 mph,regular
401273459,name_base,Newport Coast,tiger
401273459,name_type,Dr,tiger
401273479,name,Newport Coast Drive,regular
401273479,lanes,2,regular
401273479,oneway,yes,regular
401273479,highway,secondary,regular
401273479,cycleway,lane,regular
401273479,maxspeed,60 mph,regular
401273479,name_base,Newport Coast,tiger
401273479,name_type,Dr,tiger
401273493,name,Newport Coast Drive,regular
401273493,lanes,3,regular
401273493,oneway,yes,regular
401273493,highway,secondary,regular
401273493,cycleway,lane,regular
401273493,maxspeed,60 mph,regular
401273493,name_base,Newport Coast,tiger
401273493,name_type,Dr,tiger
401273512,name,Newport Coast Drive,regular
401273512,lanes,3,regular
401273512,oneway,yes,regular
401273512,highway,secondary,regular
401273512,cycleway,lane,regular
401273512,maxspeed,60 mph,regular
401273512,name_base,Newport Coast,tiger
401273512,name_type,Dr,tiger
401273532,name,Pelican Hill Road,regular
401273532,oneway,yes,regular
401273532,highway,tertiary,regular
401273532,cfcc,A41,tiger
401273532,county,"Orange, CA",tiger
401273532,name_base,Pelican Hill,tiger
401273532,name_type,Rd,tiger
401273542,name,Ridge Park Road,regular
401273542,highway,tertiary,regular
401273542,mtfcc,S1400,tiger
401273542,forward,1,lanes
401273542,backward,2,lanes
401273542,linearid,1103035180028,tiger
401273542,lanes:backward,left|,turn
401273552,name,Ridge Park Road,regular
401273552,oneway,yes,regular
401273552,highway,tertiary,regular
401273552,lanes,left|left|,turn
401273552,mtfcc,S1400,tiger
401273552,linearid,1103035180028,tiger
401273562,name,San Joaquin Hills Road,regular
401273562,oneway,yes,regular
401273562,highway,secondary,regular
401273562,cycleway,lane,regular
401273562,lanes,||right,turn
401273562,name_base,San Joaquin Hills,tiger
401273562,name_type,Rd,tiger
401273572,name,San Joaquin Hills Road,regular
401273572,oneway,yes,regular
401273572,highway,secondary,regular
401273572,lanes,left||,turn
401273572,name_base,San Joaquin Hills,tiger
401273572,name_type,Rd,tiger
401273583,name,San Miguel Drive,regular
401273583,oneway,yes,regular
401273583,source,yahoo_imagery;OCLIS,regular
401273583,highway,tertiary,regular
401273583,cycleway,lane,regular
401273583,source_ref,PMB67/3,regular
401273583,cfcc,A41,tiger
401273583,county,"Orange, CA",tiger
401273583,reviewed,yes,tiger
401273583,zip_left,92660,tiger
401273583,name_base,San Miguel,tiger
401273583,name_type,Dr,tiger
401273593,name,South Pelican Hill Road,regular
401273593,oneway,yes,regular
401273593,highway,tertiary,regular
401273593,cfcc,A41,tiger
401273593,county,"Orange, CA",tiger
401273593,name_base,Pelican Hill,tiger
401273593,name_type,Rd,tiger
401273593,name_direction_prefix,S,tiger
401273603,name,South Pelican Hill Road,regular
401273603,oneway,yes,regular
401273603,highway,tertiary,regular
401273603,cfcc,A41,tiger
401273603,county,"Orange, CA",tiger
401273603,name_base,Pelican Hill,tiger
401273603,name_type,Rd,tiger
401273603,name_direction_prefix,S,tiger
401278963,name,Avenida De La Carlota,regular
401278963,source,usgs_imagery_2007;survey;image;OCLIS,regular
401278963,highway,tertiary,regular
401278963,sidewalk,both,regular
401278963,source_ref,AM909_DSCU6506,regular
401278963,cfcc,A41,tiger
401278963,county,"Orange, CA",tiger
401278963,zip_left,92653,tiger
401278963,name_base,Avenida de la Carlota,tiger
401278963,zip_right,92653,tiger
401278963,lanes:forward,left;through;right|right,turn
401278963,lanes:backward,left||,turn
401278973,name,Avenida De La Carlota,regular
401278973,lanes,5,regular
401278973,source,usgs_imagery_2007;survey;image;OCLIS,regular
401278973,highway,tertiary,regular
401278973,sidewalk,both,regular
401278973,source_ref,AM909_DSCU6506,regular
401278973,cfcc,A41,tiger
401278973,county,"Orange, CA",tiger
401278973,forward,2,lanes
401278973,backward,3,lanes
401278973,zip_left,92653,tiger
401278973,name_base,Avenida de la Carlota,tiger
401278973,zip_right,92653,tiger
401278973,lanes:backward,left|left;through|right,turn
401278983,name,Calle Aragon,regular
401278983,oneway,yes,regular
401278983,source,usgs_imagery_2007;survey;image,regular
401278983,highway,tertiary,regular
401278983,source_ref,AM909_DSCU6768,regular
401278983,cfcc,A41,tiger
401278983,lanes,left|left;right|right,turn
401278983,county,"Orange, CA",tiger
401278983,zip_left,92653,tiger
401278983,name_base,Calle Aragon,tiger
401278983,zip_right,92653,tiger
401278993,name,Cedarbrook,regular
401278993,highway,tertiary,regular
401278993,cfcc,A41,tiger
401278993,county,"Orange, CA",tiger
401278993,reviewed,no,tiger
401278993,name_base,Cedarbrook,tiger
401278993,lanes:backward,left|,turn
401279004,name,Los Alisos Boulevard,regular
401279004,lanes,3,regular
401279004,oneway,yes,regular
401279004,highway,tertiary,regular
401279004,cycleway,lane,regular
401279004,maxspeed,45 mph,regular
401279004,sidewalk,both,regular
401279004,cfcc,A41,tiger
401279004,lanes,left||,turn
401279004,county,"Orange, CA",tiger
401279004,reviewed,yes,tiger
401279004,zip_left,92630,tiger
401279004,name_base,Los Alisos,tiger
401279004,name_type,Blvd,tiger
401279004,zip_right,92688,tiger
401279014,name,Los Alisos Boulevard,regular
401279014,lanes,3,regular
401279014,oneway,yes,regular
401279014,highway,tertiary,regular
401279014,cycleway,lane,regular
401279014,maxspeed,40 mph,regular
401279014,sidewalk,both,regular
401279014,cfcc,A41,tiger
401279014,county,"Orange, CA",tiger
401279014,reviewed,no,tiger
401279014,zip_left,92630,tiger
401279014,name_base,Los Alisos,tiger
401279014,name_type,Blvd,tiger
401279014,zip_right,92688,tiger
401279024,name,Rockfield Boulevard,regular
401279024,lanes,5,regular
401279024,oneway,yes,regular
401279024,source,yahoo_imagery;survey;image,regular
401279024,highway,tertiary,regular
401279024,cycleway,lane,regular
401279024,sidewalk,both,regular
401279024,source_ref,AM909_DSCV0258,regular
401279024,cfcc,A41,tiger
401279024,lanes,left|left|||right,turn
401279024,county,"Orange, CA",tiger
401279024,zip_left,92630,tiger
401279024,name_base,Rockfield,tiger
401279024,name_type,Blvd,tiger
401279024,zip_right,92630,tiger
401279035,lanes,2,regular
401279035,oneway,yes,regular
401279035,source,usgs_imagery_2007,regular
401279035,highway,motorway_link,regular
401279035,lanes,through|through,turn
401289054,name,Canyon Wren Lane,regular
401289054,lanes,3,regular
401289054,source,usgs_imagery_2007;survey;image;OCLIS,regular
401289054,highway,tertiary,regular
401289054,source_ref,AM909_DSCU6546,regular
401289054,cfcc,A41,tiger
401289054,lanes,usgs_imagery_2007,source
401289054,county,"Orange, CA",tiger
401289054,name_base,Canyon Wren,tiger
401289054,name_type,Ln:St,tiger
401289089,ref,S18,regular
401289089,name,El Toro Road,regular
401289089,lanes,4,regular
401289089,oneway,yes,regular
401289089,source,usgs_imagery_2007;survey;image,regular
401289089,highway,primary,regular
401289089,cycleway,lane,regular
401289089,maxspeed,45 mph; 50 mph,regular
401289089,source_ref,AM909_DSCU6524,regular
401289089,cfcc,A41,tiger
401289089,lanes,merge_to_right|||,turn
401289089,lanes,usgs_imagery_2007,source
401289089,county,"Orange, CA",tiger
401289089,cycleway,usgs_imagery_2007;survey;image,source
401289089,maxspeed,survey;image,source
401289089,name_base,El Toro,tiger
401289089,name_type,Rd,tiger
401289089,name_base_1,County Highway 18,tiger
401289089,cycleway,AM909_DSCU6550,source_ref
401289089,maxspeed,AM909_DSCU6562; AM909_DSCU6557,source_ref
401289099,ref,S18,regular
401289099,name,El Toro Road,regular
401289099,lanes,5,regular
401289099,oneway,yes,regular
401289099,source,usgs_imagery_2007;survey;image,regular
401289099,highway,primary,regular
401289099,cycleway,lane,regular
401289099,maxspeed,50 mph,regular
401289099,source_ref,AM909_DSCU6524,regular
401289099,cfcc,A41,tiger
401289099,lanes,left||||right,turn
401289099,lanes,usgs_imagery_2007;survey;image,source
401289099,county,"Orange, CA",tiger
401289099,cycleway,usgs_imagery_2007;survey;image,source
401289099,maxspeed,survey;image,source
401289099,name_base,El Toro,tiger
401289099,name_type,Rd,tiger
401289099,lanes,AM909_DSCU6733,source_ref
401289099,name_base_1,County Highway 18,tiger
401289099,cycleway,AM909_DSCU6550,source_ref
401289099,maxspeed,AM909_DSCU6732,source_ref
401289109,ref,S18,regular
401289109,name,El Toro Road,regular
401289109,lanes,2,regular
401289109,highway,primary,regular
401289109,cycleway,lane,regular
401289109,maxspeed,45 mph,regular
401289109,cfcc,A41,tiger
401289109,county,"Orange, CA",tiger
401289109,cycleway,usgs_imagery_2007,source
401289109,maxspeed,survey;image,source
401289109,name_base,El Toro,tiger
401289109,name_type,Rd,tiger
401289109,name_base_1,County Highway 18,tiger
401289109,lanes:forward,|merge_to_left,turn
401289109,maxspeed,AM909_DSCU6562;AM909_DSCU6576,source_ref
401289120,name,Glenwood Drive,regular
401289120,lanes,2,regular
401289120,oneway,yes,regular
401289120,highway,secondary,regular
401289120,cycleway,lane,regular
401289120,cfcc,A41,tiger
401289120,lanes,usgs_imagery_2007,source
401289120,county,"Orange, CA",tiger
401289120,cycleway,usgs_imagery_2007,source
401289120,name_base,Glenwood,tiger
401289120,name_type,Dr,tiger
401289130,NHS,yes,regular
401289130,hgv,designated,regular
401289130,ref,CA 133,regular
401289130,name,Laguna Canyon Road,regular
401289130,lanes,3,regular
401289130,oneway,yes,regular
401289130,highway,trunk,regular
401289130,cycleway,lane,regular
401289130,maxspeed,65 mph,regular
401289130,FIXME:NHS,"verify - http://dot.ca.gov/hq/tsip/hseb/highway_systems/NHS_by_county.pdf only says 5 to 241, but the FHWA's map shows NHS down to 73",regular
401289130,cfcc,A31,tiger
401289130,lanes,left|through|through,turn
401289130,county,"Orange, CA",tiger
401289130,zip_left,92651,tiger
401289130,maxspeed,survey;image,source
401289130,name_base,Laguna Canyon,tiger
401289130,name_type,Rd,tiger
401289130,zip_left_1,92651,tiger
401289130,zip_left_2,92651,tiger
401289130,state_network,yes,hgv
401289130,name_base_1,State Highway 133,tiger
401289130,legislative,185,old_ref
401289130,maxspeed,AM909_DSCU2901,source_ref
401289130,hgv:state_network,Caltrans http://www.dot.ca.gov/hq/traffops/trucks/truckmap/,source
401289140,name,Westwing,regular
401289140,source,usgs_imagery_2007;survey;image,regular
401289140,highway,tertiary,regular
401289140,source_ref,AM909_DSCU6591,regular
401289140,cfcc,A41,tiger
401289140,county,"Orange, CA",tiger
401289140,name_base,Westwing,tiger
401289150,toll,yes,regular
401289150,oneway,yes,regular
401289150,bicycle,no,regular
401289150,highway,motorway_link,regular
401289150,lanes,through|through|through,turn
401299762,name,Big Canyon Drive,regular
401299762,oneway,yes,regular
401299762,highway,tertiary,regular
401299762,cfcc,A41,tiger
401299762,county,"Orange, CA",tiger
401299762,reviewed,no,tiger
401299762,zip_left,92660,tiger
401299762,name_base,Big Canyon,tiger
401299762,name_type,Dr,tiger
401299762,zip_right,92660,tiger
401299810,name,Big Canyon Drive,regular
401299810,oneway,yes,regular
401299810,highway,tertiary,regular
401299810,cfcc,A41,tiger
401299810,county,"Orange, CA",tiger
401299810,reviewed,no,tiger
401299810,zip_left,92660,tiger
401299810,name_base,Big Canyon,tiger
401299810,name_type,Dr,tiger
401299810,zip_right,92660,tiger
401299848,name,Bison Avenue,regular
401299848,oneway,yes,regular
401299848,highway,tertiary,regular
401299848,lanes,left|||,turn
401299940,name,Eastbluff Drive,regular
401299940,highway,tertiary,regular
401299940,maxspeed,55 mph,regular
401299940,cfcc,A41,tiger
401299940,county,"Orange, CA",tiger
401299940,zip_left,92660,tiger
401299940,maxspeed,sign,source
401299940,name_base,Eastbluff,tiger
401299940,name_type,Dr,tiger
401299940,zip_right,92660,tiger
401299981,name,Eastbluff Drive,regular
401299981,highway,tertiary,regular
401299981,maxspeed,55 mph,regular
401299981,cfcc,A41,tiger
401299981,county,"Orange, CA",tiger
401299981,zip_left,92660,tiger
401299981,maxspeed,sign,source
401299981,name_base,Eastbluff,tiger
401299981,name_type,Dr,tiger
401299981,zip_right,92660,tiger
401299981,lanes:forward,left||,turn
401300032,name,Ford Road,regular
401300032,oneway,yes,regular
401300032,highway,tertiary,regular
401300032,cycleway,lane,regular
401300032,maxspeed,55 mph,regular
401300032,cfcc,A41,tiger
401300032,lanes,left||,turn
401300032,county,"Orange, CA",tiger
401300032,zip_left,92660,tiger
401300032,maxspeed,sign,source
401300032,name_base,Ford,tiger
401300032,name_type,Rd,tiger
401300032,zip_right,92660,tiger
401300074,name,Jamboree Road,regular
401300074,oneway,yes,regular
401300074,highway,primary,regular
401300084,name,Jamboree Road,regular
401300084,oneway,yes,regular
401300084,highway,primary,regular
401300094,name,Jamboree Road,regular
401300094,oneway,yes,regular
401300094,highway,primary,regular
401300105,name,Jamboree Road,regular
401300105,oneway,yes,regular
401300105,highway,primary,regular
401300115,name,MacArthur Boulevard,regular
401300115,lanes,4,regular
401300115,oneway,yes,regular
401300115,highway,primary,regular
401300115,old_ref,SR 73,regular
401300115,cycleway,lane,regular
401300115,lanes,|||right,turn
401300115,bad_maxspeed,78,regular
401300115,legislative,184,old_ref
401300126,name,MacArthur Boulevard,regular
401300126,lanes,5,regular
401300126,oneway,yes,regular
401300126,highway,primary,regular
401300126,old_ref,SR 73,regular
401300126,cycleway,lane,regular
401300126,cfcc,A41,tiger
401300126,lanes,left|left|||,turn
401300126,bad_maxspeed,78,regular
401300126,county,"Orange, CA",tiger
401300126,name_base,Macarthur,tiger
401300126,name_type,Blvd,tiger
401300126,name_base_1,Corona del Mar,tiger
401300126,name_type_1,Fwy,tiger
401300126,legislative,184,old_ref
401300148,name,Newport Center Drive East,regular
401300148,oneway,yes,regular
401300148,highway,tertiary,regular
401300148,lanes,left|||right,turn
401300148,name_base,Newport Center,tiger
401300148,name_type,Dr,tiger
401300158,name,Newport Center Drive East,regular
401300158,oneway,yes,regular
401300158,highway,tertiary,regular
401300158,name_base,Newport Center,tiger
401300158,name_type,Dr,tiger
401300168,name,Newport Center Drive West,regular
401300168,oneway,yes,regular
401300168,highway,tertiary,regular
401300168,name_base,Newport Center,tiger
401300168,name_type,Dr,tiger
401300178,name,San Joaquin Hills Road,regular
401300178,oneway,yes,regular
401300178,highway,secondary,regular
401300178,cycleway,lane,regular
401300178,lanes,left|||,turn
401300178,name_base,San Joaquin Hills,tiger
401300178,name_type,Rd,tiger
401300188,name,San Joaquin Hills Road,regular
401300188,oneway,yes,regular
401300188,highway,secondary,regular
401300188,cycleway,lane,regular
401300188,name_base,San Joaquin Hills,tiger
401300188,name_type,Rd,tiger
401300198,name,Santa Barbara Drive,regular
401300198,source,usgs_imagery;OCLIS,regular
401300198,highway,tertiary,regular
401300198,source_ref,MM737/46,regular
401300198,cfcc,A41,tiger
401300198,county,"Orange, CA",tiger
401300198,zip_left,92660,tiger
401300198,name_base,Santa Barbara,tiger
401300198,name_type,Dr,tiger
401300198,zip_right,92660,tiger
401300210,name,Santa Cruz Drive,regular
401300210,source,usgs_imagery;OCLIS,regular
401300210,highway,tertiary,regular
401300210,cycleway,lane,regular
401300210,source_ref,PMB67/2,regular
401300210,cfcc,A41,tiger
401300210,county,"Orange, CA",tiger
401300210,zip_left,92660,tiger
401300210,name_base,Santa Cruz,tiger
401300210,name_type,Dr,tiger
401300210,zip_right,92660,tiger
401300222,name,University Drive,regular
401300222,lanes,5,regular
401300222,oneway,yes,regular
401300222,highway,secondary,regular
401300222,cycleway,lane,regular
401300222,lanes,left||||right,turn
401469372,name,Macarthur Boulevard,regular
401469372,lanes,4,regular
401469372,oneway,yes,regular
401469372,highway,primary,regular
401469372,old_ref,SR 73,regular
